find_id,admin_division,place,period,denomination,material,issuer,mint,start_year,end_year,imported,owner,reference
47,Proszowice,Opatkowice,Roman (Römer),As (As) ,Bronze (Ae),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=47
48,Proszowice,Opatkowice,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,151,152,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=48
50,Igołomia-Wawrzeńczyce,Igołomia,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus), ,119,122,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=50
52,Igołomia-Wawrzeńczyce,Igołomia,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Commodus (Commodus),Roma (Rom) ,190,190,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=52
53,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Solidus (Solidus) ,Gold (Au),Honorius (Honorius), ,395,423,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=53
54,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=54
55,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Solidus (Solidus) ,Gold (Au),House of Theodosius (Theodosianische Dynastie), ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=55
56,Gorodenkivs'kȳǐ raǐon,,Byzantine (Byzantiner),Solidus (Solidus) ,Gold (Au),Iustinianus I (Iustinianus I.),Constantinopolis (Con) ,527,565,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=56
57,Kietrz,,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Republic (Republik),Roma (Rom) ,81,81,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=57
58,Czermin,Otałęż,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Republic (Republik),Roma (Rom) ,91,91,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=58
59,Czermin,Otałęż,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Republic (Republik),Roma (Rom) ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=59
60,Czermin,Otałęż,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Republic (Republik),Roma (Rom) ,79,79,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=60
61,Czermin,Otałęż,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Republic (Republik),Roma (Rom) ,49,49,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=61
62,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,134,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=62
63,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,134,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=63
64,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,134,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=64
65,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,134,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=65
66,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,128,136,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=66
67,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,140,143,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=67
68,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=68
69,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,149,150,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=69
70,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,152,153,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=70
71,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=71
72,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,141,141,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=72
73,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,141,141,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=73
74,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,141,141,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=74
75,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,145,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=75
76,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,145,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=76
77,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,162,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=77
78,Rogatȳns'kȳǐ raǐon,Sarnyky,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,162,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=78
79,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Solidus (Solidus) ,Gold (Au),Gratianus (Gratianus), ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=79
80,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Solidus (Solidus) ,Gold (Au),Honorius (Honorius), ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=80
81,Snyatȳvs'kȳǐ raǐon,Beleluya,Roman (Römer),Solidus (Solidus) ,Gold (Au),Honorius (Honorius), ,395,423,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=81
82,Sokals'kȳǐ raǐon,Belz,Roman (Römer),Denarius (Denarius) ,Silver (Ag),, ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=82
83,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Vitellius (Vitellius),Roma (Rom) ,69,69,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=83
84,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Vitellius (Vitellius),Roma (Rom) ,69,69,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=84
85,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Vespasianus (Vespasianus),Roma (Rom) ,76,77,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=85
86,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Domitianus (Domitianus),Roma (Rom) ,92,95,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=86
87,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Domitianus (Domitianus),Roma (Rom) ,81,96,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=87
88,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Domitianus (Domitianus),Roma (Rom) ,81,96,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=88
89,Zhidatsivs'kȳǐ raǐon,Bertyshiv,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,118,118,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=89
92,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Traianus (Traianus),Roma (Rom) ,98,117,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=92
93,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=93
94,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=94
95,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=95
96,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=96
97,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=97
98,Kaliningrad Oblast' ,Morshanskoe,Roman (Römer),Bronze (Bronze) ,Bronze (Ae),Traianus (Traianus), ,,98,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=98
